secs,nsecs,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,q_w,q_x,q_y,q_z
1786198320,782356603,-0.064997023,0.067754803,9.725227652,0.000124192,0.000155306,0.000073766,0.972165465,0.004161314,0.002417226,-0.234245718
1786198320,787369829,-0.064997023,0.067754803,9.725227652,0.000145104,0.000148064,0.000077394,0.972165525,0.004161497,0.002417350,-0.234245658
1786198320,792427647,-0.064997023,0.067754803,9.725227652,0.000160138,0.000136888,0.000079911,0.972165525,0.004161692,0.002417460,-0.234245583
1786198320,802376802,-0.064997023,0.067754803,9.725227652,0.000170304,0.000122815,0.000083287,0.972165525,0.004161894,0.002417554,-0.234245509
1786198320,807355396,-0.061397267,0.066592185,9.726432179,0.000174660,0.000104860,0.000086524,0.972165585,0.004161994,0.002417464,-0.234245434
1786198320,812341681,-0.061397267,0.066592185,9.726432179,0.000174202,0.000084043,0.000090618,0.972165585,0.004162087,0.002417352,-0.234245345
1786198320,817330850,-0.061397267,0.066592185,9.726432179,0.000169898,0.000060353,0.000093633,0.972165585,0.004162169,0.002417216,-0.234245256
1786198320,822328953,-0.062774460,0.078538046,9.728973379,0.000051548,-0.000094216,-0.000156755,0.972165525,0.004166964,0.002413716,-0.234245658
1786198320,827323734,-0.062774460,0.078538046,9.728973379,0.000049257,-0.000095874,-0.000164758,0.972165465,0.004167546,0.002413370,-0.234245822
1786198320,832324093,-0.062774460,0.078538046,9.728973379,0.000046086,-0.000101399,-0.000171824,0.972165406,0.004168119,0.002413021,-0.234245986
1786198320,842323140,-0.061564324,0.076132886,9.731349687,0.000042016,-0.000106836,-0.000174983,0.972165346,0.004168559,0.002412621,-0.234246150
1786198320,847342202,-0.061564324,0.076132886,9.731349687,0.000037063,-0.000112166,-0.000173281,0.972165287,0.004168992,0.002412218,-0.234246314
1786198320,852328854,-0.061564324,0.076132886,9.731349687,0.000034103,-0.000116420,-0.000168641,0.972165227,0.004169422,0.002411810,-0.234246477
1786198320,857326323,-0.061564324,0.076132886,9.731349687,0.000031207,-0.000118603,-0.000158169,0.972165227,0.004169851,0.002411400,-0.234246641
1786198320,867328345,-0.066349722,0.074858357,9.732510944,-0.000127133,0.000075853,-0.000057706,0.972165048,0.004172341,0.002407714,-0.234247684
1786198320,872343727,-0.066349722,0.074858357,9.732510944,-0.000133234,0.000078450,-0.000049677,0.972164989,0.004172668,0.002407827,-0.234247714
1786198320,877335801,-0.061480800,0.071362526,9.728891518,-0.000135359,0.000079176,-0.000039737,0.972164989,0.004172704,0.002407717,-0.234247759
1786198320,882325988,-0.061480800,0.071362526,9.728891518,-0.000131658,0.000078960,-0.000031744,0.972164989,0.004172745,0.002407605,-0.234247789
1786198320,887338374,-0.061480800,0.071362526,9.728891518,-0.000122178,0.000078780,-0.000025670,0.972164989,0.004172796,0.002407487,-0.234247819
1786198320,892339703,-0.061480800,0.071362526,9.728891518,-0.000105945,0.000077693,-0.000020541,0.972164989,0.004172865,0.002407363,-0.234247833
1786198320,897340247,-0.061480800,0.071362526,9.728891518,-0.000084026,0.000077598,-0.000018274,0.972164989,0.004172958,0.002407229,-0.234247848
1786198320,907311094,-0.071014631,0.071294635,9.722840819,-0.000027520,-0.000122539,-0.000049248,0.972164810,0.004176538,0.002408152,-0.234248415
1786198320,912350538,-0.071002388,0.068873467,9.725211280,-0.000037833,-0.000135644,-0.000049332,0.972164810,0.004176597,0.002408358,-0.234248474
1786198320,917346791,-0.071002388,0.068873467,9.725211280,-0.000047210,-0.000141841,-0.000047355,0.972164810,0.004176645,0.002408558,-0.234248534
1786198320,927321792,-0.071002388,0.068873467,9.725211280,-0.000054696,-0.000143148,-0.000046261,0.972164750,0.004176684,0.002408756,-0.234248579
1786198320,932348017,-0.071002388,0.068873467,9.725211280,-0.000064138,-0.000140571,-0.000044159,0.972164750,0.004176714,0.002408959,-0.234248638
1786198320,937321941,-0.071002388,0.068873467,9.725211280,-0.000072562,-0.000137996,-0.000042058,0.972164750,0.004176738,0.002409165,-0.234248698
1786198320,942316931,-0.062581593,0.067810754,9.722840819,-0.000079931,-0.000135367,-0.000037046,0.972164750,0.004176596,0.002408955,-0.234248728
1786198320,952345826,-0.060225193,0.067794729,9.727654247,0.000019951,-0.000079121,0.000020393,0.972164810,0.004173849,0.002404829,-0.234248593
1786198320,957319894,-0.060225193,0.067794729,9.727654247,0.000023730,-0.000071738,0.000028205,0.972164810,0.004173783,0.002404503,-0.234248549
1786198320,962351721,-0.060225193,0.067794729,9.727654247,0.000026448,-0.000058544,0.000038003,0.972164810,0.004173723,0.002404189,-0.234248504
1786198320,967319539,-0.060225193,0.067794729,9.727654247,0.000028116,-0.000041544,0.000047804,0.972164810,0.004173668,0.002403891,-0.234248444
1786198320,972344103,-0.060225193,0.067794729,9.727654247,0.000026876,-0.000024647,0.000058497,0.972164869,0.004173615,0.002403609,-0.234248385
1786198320,977345381,-0.061365336,0.064195009,9.726401773,0.000025631,-0.000008841,0.000067179,0.972164869,0.004173374,0.002403466,-0.234248310
1786198320,982381437,-0.061365336,0.064195009,9.726401773,0.000026337,0.000005921,0.000074852,0.972164869,0.004173138,0.002403338,-0.234248221
1786198320,992299455,-0.069772572,0.066492298,9.725187891,-0.000071667,-0.000035205,0.000123335,0.972165167,0.004171281,0.002406412,-0.234247133
1786198320,997327723,-0.069772572,0.066492298,9.725187891,-0.000078813,-0.000050653,0.000122387,0.972165167,0.004171185,0.002406672,-0.234247029
1786198321,2313719,-0.069772572,0.066492298,9.725187891,-0.000087840,-0.000069985,0.000118450,0.972165167,0.004171076,0.002406911,-0.234246925
1786198321,12317253,-0.069772572,0.066492298,9.725187891,-0.000098757,-0.000092210,0.000111554,0.972165227,0.004170952,0.002407126,-0.234246850
1786198321,17319876,-0.071031898,0.068837479,9.728811995,-0.000111649,-0.000112478,0.000100820,0.972165227,0.004170950,0.002407378,-0.234246761
1786198321,22322933,-0.071031898,0.068837479,9.728811995,-0.000122560,-0.000133648,0.000087233,0.972165227,0.004170930,0.002407608,-0.234246686
1786198321,27344829,-0.071031898,0.068837479,9.728811995,-0.000132466,-0.000151751,0.000075711,0.972165227,0.004170896,0.002407819,-0.234246626
1786198321,32317477,-0.055507367,0.072641020,9.728937126,-0.000015425,-0.000233604,0.000084075,0.972165465,0.004170180,0.002404672,-0.234245762
1786198321,37312924,-0.055507367,0.072641020,9.728937126,0.000000026,-0.000223532,0.000082987,0.972165525,0.004170266,0.002403906,-0.234245688
1786198321,42307023,-0.055507367,0.072641020,9.728937126,0.000017348,-0.000210501,0.000085854,0.972165525,0.004170371,0.002403152,-0.234245583
1786198321,52308709,-0.056648826,0.065385539,9.733642965,0.000035609,-0.000197452,0.000092599,0.972165525,0.004170096,0.002402526,-0.234245479
1786198321,57301942,-0.056648826,0.065385539,9.733642965,0.000051881,-0.000185425,0.000101216,0.972165585,0.004169842,0.002401912,-0.234245375
1786198321,62315712,-0.056648826,0.065385539,9.733642965,0.000063280,-0.000176410,0.000110662,0.972165585,0.004169604,0.002401308,-0.234245256
1786198321,67310267,-0.056648826,0.065385539,9.733642965,0.000071693,-0.000166505,0.000120047,0.972165644,0.004169378,0.002400715,-0.234245136
1786198321,77324710,-0.067444394,0.070096010,9.727646061,0.000085665,-0.000003136,0.000085068,0.972166061,0.004169039,0.002401722,-0.234243333
1786198321,82340605,-0.067444394,0.070096010,9.727646061,0.000080029,0.000004295,0.000069186,0.972166061,0.004169287,0.002401851,-0.234243259
1786198321,87344071,-0.068650802,0.073723778,9.722882919,0.000069524,0.000011577,0.000050421,0.972166061,0.004169723,0.002401997,-0.234243229
1786198321,92311174,-0.068650802,0.073723778,9.722882919,0.000055144,0.000019709,0.000029782,0.972166061,0.004170151,0.002402157,-0.234243214
1786198321,97342259,-0.068650802,0.073723778,9.722882919,0.000041795,0.000026805,0.000007301,0.972166061,0.004170575,0.002402329,-0.234243229
1786198321,102314953,-0.068650802,0.073723778,9.722882919,0.000033410,0.000033979,-0.000012106,0.972166061,0.004170991,0.002402510,-0.234243259
1786198321,107310374,-0.068650802,0.073723778,9.722882919,0.000030070,0.000037401,-0.000025603,0.972166061,0.004171400,0.002402693,-0.234243304
1786198321,117339327,-0.072184293,0.067658909,9.725190230,0.000062425,-0.000100357,-0.000005552,0.972165942,0.004174549,0.002408867,-0.234243959
1786198321,122364620,-0.067456636,0.072517178,9.725274430,0.000051706,-0.000114508,-0.000003928,0.972165942,0.004174859,0.002408842,-0.234243959
1786198321,127356018,-0.067456636,0.072517178,9.725274430,0.000041944,-0.000123704,-0.000001255,0.972165942,0.004175159,0.002408810,-0.234243959
1786198321,137340009,-0.067456636,0.072517178,9.725274430,0.000030217,-0.000127017,0.000003419,0.972165942,0.004175446,0.002408778,-0.234243959
1786198321,142341410,-0.067456636,0.072517178,9.725274430,0.000018486,-0.000127420,0.000007147,0.972165883,0.004175723,0.002408748,-0.234243944
1786198321,147344554,-0.067456636,0.072517178,9.725274430,0.000010653,-0.000126840,0.000008971,0.972165883,0.004175993,0.002408722,-0.234243929
1786198321,152331932,-0.060282916,0.071378496,9.728897365,0.000004773,-0.000126276,0.000008865,0.972165883,0.004176107,0.002408289,-0.234243900
1786198321,162335482,-0.060290344,0.068933337,9.733668693,-0.000039105,-0.000043101,-0.000017986,0.972165942,0.004178415,0.002399552,-0.234243736
1786198321,167343675,-0.060290344,0.068933337,9.733668693,-0.000046216,-0.000023791,-0.000030275,0.972165942,0.004178350,0.002399238,-0.234243751
1786198321,172335470,-0.060290344,0.068933337,9.733668693,-0.000051380,-0.000003601,-0.000043437,0.972165942,0.004178285,0.002398944,-0.234243780
1786198321,177303726,-0.060290344,0.068933337,9.733668693,-0.000054617,0.000016456,-0.000059424,0.972165942,0.004178221,0.002398679,-0.234243825
1786198321,182334172,-0.060290344,0.068933337,9.733668693,-0.000056865,0.000035436,-0.000076308,0.972165883,0.004178160,0.002398441,-0.234243870
1786198321,187319481,-0.063915910,0.071282565,9.733679218,-0.000059085,0.000053350,-0.000093123,0.972165883,0.004178309,0.002398424,-0.234243959
1786198321,192321828,-0.063915910,0.071282565,9.733679218,-0.000059200,0.000066436,-0.000105058,0.972165883,0.004178456,0.002398422,-0.234244063
1786198321,202319547,-0.073357665,0.062800604,9.729926475,-0.000094117,-0.000113605,-0.000073687,0.972165585,0.004178370,0.002400973,-0.234245330
1786198321,207318839,-0.073357665,0.062800604,9.729926475,-0.000079852,-0.000130473,-0.000080251,0.972165525,0.004178085,0.002401432,-0.234245405
1786198321,212321425,-0.073357665,0.062800604,9.729926475,-0.000066613,-0.000148239,-0.000086807,0.972165525,0.004177810,0.002401867,-0.234245509
1786198321,222313031,-0.073357665,0.062800604,9.729926475,-0.000050516,-0.000164874,-0.000091344,0.972165525,0.004177548,0.002402280,-0.234245613
1786198321,227346610,-0.070990136,0.066452318,9.727582911,-0.000033398,-0.000183229,-0.000089085,0.972165465,0.004177470,0.002402474,-0.234245703
1786198321,232309435,-0.070990136,0.066452318,9.727582911,-0.000014314,-0.000201322,-0.000079052,0.972165465,0.004177407,0.002402649,-0.234245792
1786198321,237302158,-0.070990136,0.066452318,9.727582911,0.000006711,-0.000218185,-0.000061267,0.972165465,0.004177360,0.002402804,-0.234245867
1786198321,242302960,-0.065116197,0.073699768,9.730101891,0.000094756,-0.000116736,0.000124280,0.972165704,0.004182032,0.002398951,-0.234244660
1786198321,247329770,-0.065116197,0.073699768,9.730101891,0.000082284,-0.000100871,0.000117961,0.972165763,0.004182405,0.002398796,-0.234244555
1786198321,252306287,-0.065116197,0.073699768,9.730101891,0.000067992,-0.000087014,0.000113565,0.972165763,0.004182773,0.002398658,-0.234244451
1786198321,262299995,-0.063898642,0.073739712,9.727708041,0.000055744,-0.000074155,0.000110164,0.972165763,0.004183109,0.002398469,-0.234244347
1786198321,267302203,-0.063898642,0.073739712,9.727708041,0.000044550,-0.000064297,0.000104804,0.972165823,0.004183442,0.002398291,-0.234244257
1786198321,272301080,-0.063898642,0.073739712,9.727708041,0.000036311,-0.000054471,0.000098530,0.972165823,0.004183773,0.002398123,-0.234244168
1786198321,277293695,-0.063898642,0.073739712,9.727708041,0.000031029,-0.000045649,0.000091332,0.972165823,0.004184104,0.002397964,-0.234244078
1786198321,287300084,-0.064949131,0.064159058,9.725183213,0.000032199,0.000090450,0.000140118,0.972166121,0.004184024,0.002398252,-0.234243095
1786198321,292301124,-0.064949131,0.064159058,9.725183213,0.000023547,0.000085258,0.000150896,0.972166121,0.004183865,0.002398406,-0.234242931
1786198321,297330460,-0.064928154,0.067838775,9.716827542,0.000016875,0.000077130,0.000157710,0.972166121,0.004183893,0.002398504,-0.234242767
1786198321,302313262,-0.064928154,0.067838775,9.716827542,0.000009262,0.000065058,0.000159565,0.972166181,0.004183910,0.002398593,-0.234242618
1786198321,307309061,-0.064928154,0.067838775,9.716827542,0.000002622,0.000051025,0.000156536,0.972166240,0.004183918,0.002398669,-0.234242469
1786198321,312332466,-0.064928154,0.067838775,9.716827542,-0.000005025,0.000036959,0.000148659,0.972166240,0.004183915,0.002398734,-0.234242305
1786198321,317352225,-0.064928154,0.067838775,9.716827542,-0.000012642,0.000020968,0.000137879,0.972166300,0.004183902,0.002398786,-0.234242171
1786198321,327341113,-0.061469663,0.075030265,9.721734526,-0.000016566,-0.000050847,0.000110009,0.972166657,0.004186639,0.002396232,-0.234240830
1786198321,332345255,-0.056579956,0.065469510,9.725241686,0.000005484,-0.000027981,0.000111021,0.972166657,0.004186379,0.002395808,-0.234240711
1786198321,337343992,-0.056579956,0.065469510,9.725241686,0.000028343,-0.000006279,0.000107170,0.972166717,0.004186147,0.002395399,-0.234240606
1786198321,347311307,-0.056579956,0.065469510,9.725241686,0.000054996,0.000011423,0.000100404,0.972166717,0.004185950,0.002395008,-0.234240487
1786198321,352346658,-0.056579956,0.065469510,9.725241686,0.000081560,0.000023141,0.000089697,0.972166717,0.004185785,0.002394628,-0.234240383
1786198321,357316938,-0.056579956,0.065469510,9.725241686,0.000109014,0.000030910,0.000078020,0.972166777,0.004185652,0.002394256,-0.234240308
1786198321,362326791,-0.053103074,0.069029231,9.733706115,0.000136396,0.000034758,0.000066339,0.972166777,0.004185667,0.002393539,-0.234240219
1786198321,372289226,-0.062681087,0.073779692,9.725314191,0.000305160,0.000079337,0.000060364,0.972166955,0.004188627,0.002390745,-0.234239399
1786198321,377314303,-0.062681087,0.073779692,9.725314191,0.000306573,0.000080001,0.000063020,0.972167015,0.004189181,0.002390614,-0.234239355
1786198321,382283479,-0.062681087,0.073779692,9.725314191,0.000306080,0.000079704,0.000067568,0.972166955,0.004189732,0.002390482,-0.234239280
1786198321,387310175,-0.062681087,0.073779692,9.725314191,0.000301794,0.000077493,0.000075904,0.972167015,0.004190280,0.002390350,-0.234239221
1786198321,392310514,-0.062681087,0.073779692,9.725314191,0.000294723,0.000071430,0.000087017,0.972167015,0.004190818,0.002390214,-0.234239131
1786198321,397306084,-0.068542775,0.064111111,9.725164502,0.000284822,0.000063439,0.000098984,0.972167015,0.004190960,0.002390455,-0.234239057
1786198321,402291028,-0.068542775,0.064111111,9.725164502,0.000273036,0.000052498,0.000107912,0.972167075,0.004191086,0.002390689,-0.234238982
1786198321,412336527,-0.063847040,0.071366537,9.725277938,-0.000062378,-0.000161504,0.000016538,0.972167253,0.004190858,0.002390573,-0.234238058
1786198321,417308343,-0.063847040,0.071366537,9.725277938,-0.000066152,-0.000158032,0.000005784,0.972167253,0.004190911,0.002390372,-0.234238058
1786198321,422300102,-0.063847040,0.071366537,9.725277938,-0.000065082,-0.000153566,-0.000005821,0.972167253,0.004190965,0.002390176,-0.234238058
1786198321,432298404,-0.063847040,0.071366537,9.725277938,-0.000060149,-0.000148105,-0.000017311,0.972167253,0.004191025,0.002389984,-0.234238073
1786198321,437309281,-0.066260058,0.068877423,9.731236251,-0.000050370,-0.000143584,-0.000028708,0.972167253,0.004190999,0.002389966,-0.234238103
1786198321,442349888,-0.066260058,0.068877423,9.731236251,-0.000036693,-0.000141932,-0.000039084,0.972167253,0.004190987,0.002389947,-0.234238148
1786198321,447352431,-0.066260058,0.068877423,9.731236251,-0.000020082,-0.000142122,-0.000045526,0.972167253,0.004190992,0.002389924,-0.234238192
1786198321,452414226,-0.056579956,0.065469510,9.725241686,0.000024956,-0.000020796,-0.000020195,0.972167313,0.004188839,0.002384788,-0.234238133
1786198321,457351639,-0.056579956,0.065469510,9.725241686,0.000020708,-0.000009145,-0.000022860,0.972167313,0.004188580,0.002384368,-0.234238133
1786198321,462357668,-0.056579956,0.065469510,9.725241686,0.000018467,0.000001536,-0.000023566,0.972167313,0.004188321,0.002383958,-0.234238148
1786198321,472328171,-0.056680748,0.067782696,9.733673370,0.000018238,0.000011272,-0.000021351,0.972167313,0.004188166,0.002383433,-0.234238133
1786198321,477307024,-0.056680748,0.067782696,9.733673370,0.000019995,0.000020048,-0.000017202,0.972167313,0.004188017,0.002382919,-0.234238118
1786198321,482294949,-0.056680748,0.067782696,9.733673370,0.000021772,0.000028816,-0.000011133,0.972167313,0.004187871,0.002382417,-0.234238103
1786198321,487293301,-0.056680748,0.067782696,9.733673370,0.000021581,0.000038488,-0.000005098,0.972167313,0.004187728,0.002381926,-0.234238073
1786198321,497295379,-0.065112488,0.074922348,9.727717397,-0.000007371,0.000021370,0.000041695,0.972167432,0.004188608,0.002378906,-0.234237656
1786198321,502327597,-0.065112488,0.074922348,9.727717397,-0.000015592,-0.000007981,0.000039957,0.972167432,0.004189011,0.002378867,-0.234237626
1786198321,507292702,-0.073481680,0.073611877,9.727658924,-0.000028655,-0.000037279,0.000036236,0.972167432,0.004189425,0.002379328,-0.234237626
1786198321,512333656,-0.073481680,0.073611877,9.727658924,-0.000041669,-0.000065460,0.000032548,0.972167432,0.004189808,0.002379751,-0.234237626
1786198321,517306750,-0.073481680,0.073611877,9.727658924,-0.000057564,-0.000091594,0.000028879,0.972167432,0.004190159,0.002380141,-0.234237626
1786198321,522329189,-0.073481680,0.073611877,9.727658924,-0.000075340,-0.000115661,0.000026211,0.972167432,0.004190476,0.002380499,-0.234237626
1786198321,527296770,-0.073481680,0.073611877,9.727658924,-0.000093034,-0.000137630,0.000025528,0.972167432,0.004190760,0.002380830,-0.234237626
1786198321,537295000,-0.060238742,0.066560171,9.731238590,-0.000187792,-0.000091266,-0.000020339,0.972167552,0.004189081,0.002378969,-0.234237105
1786198321,542307752,-0.062650463,0.067726782,9.731240929,-0.000181448,-0.000073432,-0.000028633,0.972167552,0.004188828,0.002378866,-0.234237134
1786198321,547300576,-0.062650463,0.067726782,9.731240929,-0.000171244,-0.000053644,-0.000033901,0.972167552,0.004188588,0.002378778,-0.234237164
1786198321,557327832,-0.062650463,0.067726782,9.731240929,-0.000157145,-0.000035813,-0.000037191,0.972167552,0.004188365,0.002378703,-0.234237194
1786198321,562330467,-0.062650463,0.067726782,9.731240929,-0.000141162,-0.000018030,-0.000039475,0.972167552,0.004188161,0.002378640,-0.234237239
1786198321,567296088,-0.062650463,0.067726782,9.731240929,-0.000122312,-0.000002242,-0.000041747,0.972167552,0.004187978,0.002378586,-0.234237283
1786198321,572328655,-0.065062183,0.068893411,9.731243268,-0.000102580,0.000011501,-0.000045970,0.972167552,0.004187927,0.002378674,-0.234237328
1786198321,582324341,-0.069822886,0.072521207,9.721660851,-0.000005993,0.000142832,0.000011260,0.972167313,0.004191270,0.002383547,-0.234237939
1786198321,587301513,-0.069822886,0.072521207,9.721660851,0.000002927,0.000137461,0.000016071,0.972167313,0.004191586,0.002383919,-0.234237939
1786198321,592328379,-0.069822886,0.072521207,9.721660851,0.000013756,0.000128184,0.000016933,0.972167313,0.004191911,0.002384278,-0.234237939
1786198321,597294314,-0.069822886,0.072521207,9.721660851,0.000027471,0.000114062,0.000013861,0.972167313,0.004192245,0.002384620,-0.234237939
1786198321,602293150,-0.069822886,0.072521207,9.721660851,0.000040144,0.000096026,0.000005878,0.972167313,0.004192590,0.002384944,-0.234237954
1786198321,607295557,-0.062684806,0.072557121,9.727699855,0.000051839,0.000072189,-0.000005081,0.972167313,0.004192878,0.002384853,-0.234237954
1786198321,612340730,-0.062684806,0.072557121,9.727699855,0.000060568,0.000046459,-0.000017987,0.972167313,0.004193170,0.002384735,-0.234237969
1786198321,622326461,-0.061339535,0.063008417,9.725187891,0.000065329,-0.000131089,0.000021027,0.972167253,0.004195566,0.002381845,-0.234238103
1786198321,627351052,-0.061339535,0.063008417,9.725187891,0.000054142,-0.000125836,0.000014093,0.972167313,0.004195259,0.002381630,-0.234238088
1786198321,632338638,-0.061339535,0.063008417,9.725187891,0.000042961,-0.000117697,0.000007239,0.972167313,0.004194938,0.002381424,-0.234238073
1786198321,642333183,-0.061339535,0.063008417,9.725187891,0.000033776,-0.000108587,0.000001428,0.972167313,0.004194606,0.002381229,-0.234238058
1786198321,647333919,-0.058947494,0.061817796,9.727586419,0.000026606,-0.000099463,-0.000002393,0.972167313,0.004194142,0.002380914,-0.234238043
1786198321,652320082,-0.058947494,0.061817796,9.727586419,0.000020473,-0.000091325,-0.000005230,0.972167313,0.004193672,0.002380608,-0.234238029
1786198321,657298024,-0.058947494,0.061817796,9.727586419,0.000018313,-0.000084097,-0.000005115,0.972167313,0.004193199,0.002380308,-0.234238014
1786198321,662345425,-0.060201795,0.069041300,9.722867716,-0.000111204,0.000066092,-0.000039258,0.972167253,0.004187923,0.002376885,-0.234238505
1786198321,667306661,-0.060201795,0.069041300,9.722867716,-0.000109649,0.000075735,-0.000025308,0.972167194,0.004187823,0.002376782,-0.234238505
1786198321,672344640,-0.060201795,0.069041300,9.722867716,-0.000107125,0.000083363,-0.000013389,0.972167194,0.004187727,0.002376686,-0.234238505
1786198321,682294960,-0.067366982,0.066536253,9.724000906,-0.000102718,0.000092900,-0.000002449,0.972167194,0.004187596,0.002376998,-0.234238505
1786198321,687327263,-0.067366982,0.066536253,9.724000906,-0.000099346,0.000102323,0.000005514,0.972167194,0.004187472,0.002377318,-0.234238505
1786198321,692293739,-0.067366982,0.066536253,9.724000906,-0.000097958,0.000110650,0.000010490,0.972167194,0.004187351,0.002377643,-0.234238490
1786198321,697317836,-0.067366982,0.066536253,9.724000906,-0.000097525,0.000115976,0.000013442,0.972167194,0.004187231,0.002377972,-0.234238476
1786198321,707328248,-0.061349375,0.062996421,9.726387740,-0.000054812,0.000083758,0.000021507,0.972167313,0.004183421,0.002381261,-0.234238118
1786198321,712295047,-0.061349375,0.062996421,9.726387740,-0.000049317,0.000061054,0.000020122,0.972167313,0.004183048,0.002381248,-0.234238088
1786198321,717298901,-0.061407107,0.066580189,9.727633197,-0.000041861,0.000036563,0.000019703,0.972167313,0.004182876,0.002381155,-0.234238058
1786198321,722299444,-0.061407107,0.066580189,9.727633197,-0.000034428,0.000012213,0.000020257,0.972167313,0.004182701,0.002381035,-0.234238029
1786198321,727325225,-0.061407107,0.066580189,9.727633197,-0.000026078,-0.000011032,0.000020833,0.972167373,0.004182530,0.002380889,-0.234238014
1786198321,732304859,-0.061407107,0.066580189,9.727633197,-0.000015850,-0.000031190,0.000023416,0.972167373,0.004182364,0.002380722,-0.234237969
1786198321,737322588,-0.061407107,0.066580189,9.727633197,-0.000003755,-0.000047286,0.000028980,0.972167373,0.004182208,0.002380539,-0.234237924
1786198321,747318369,-0.060292756,0.071366500,9.730097213,-0.000082396,0.000075502,0.000104093,0.972167671,0.004184065,0.002377834,-0.234236643
1786198321,752298358,-0.056673320,0.070227856,9.728902043,-0.000087970,0.000077820,0.000095794,0.972167730,0.004184005,0.002377494,-0.234236553
1786198321,757329616,-0.056673320,0.070227856,9.728902043,-0.000088631,0.000079234,0.000088541,0.972167730,0.004183946,0.002377155,-0.234236449
1786198321,767335757,-0.056673320,0.070227856,9.728902043,-0.000084450,0.000081668,0.000081391,0.972167730,0.004183891,0.002376816,-0.234236360
1786198321,772305427,-0.056673320,0.070227856,9.728902043,-0.000074496,0.000086103,0.000074369,0.972167790,0.004183846,0.002376475,-0.234236285
